"レースID","場所","R","タイトル","形式","距離","情報1","情報2","レコード","天候","状態","日時","日程","時刻","グレード","頭数","賞金","着順","枠番","馬番","馬名","性","齢","斤量","騎手","タイム","着差","人気","オッズ","上り","通過","所属","調教師","馬体重","増減","last3frank","nextracerank","prevracerank","rankinfo"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","14","7","13","エナミルク","牝","3","54.0","木幡巧","1:55 9","8","4","6.3","42.0","[2, 2, 4]","美浦","伊藤大","484","-4","12","15","13","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","15","1","2","ルナカリーナ","牝","3","52.0","木幡育","1:57 8","大","13","110.5","42.6","[13, 10, 12]","美浦","小手川","368","8","13","16","14","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","16","2","3","ホークスタントン","牝","3","54.0","宮崎","1:59 1","8","16","193.0","43.2","[11, 14, 16]","美浦","中川","460","18","14","1","15","initnone_end"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","1","8","18","フェスティヴスーリ","牡","3","56.0","江田照","2:32 3","0","15","105.4","37.9","[9, 10, 9, 10]","美浦","天間","474","4","1","2","16","initdisp_top"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","2","3","5","エクセレントラン","牡","3","56.0","柴田善","2:33 2","5","3","8.0","38.6","[14, 16, 13, 12]","美浦","大江原","472","-4","2","3","1","initdisp_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","3","8","17","マイネルケイローン","牡","3","56.0","宮崎","2:33 2","ハナ","6","13.7","39.4","[12, 12, 3, 1]","美浦","松永康","434","0","5","4","2","initdisp_end"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","4","1","1","コスモレペティール","牝","3","54.0","津村","2:33 6","2.1/2","9","20.0","39.5","[4, 3, 5, 5]","美浦","萱野","426","0","6","5","3","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","5","1","2","マイネルエルガー","牡","3","56.0","柴田大","2:33 6","クビ","4","10.7","39.2","[11, 10, 11, 10]","美浦","畠山","470","4","4","6","4","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","6","4","7","ダンスグルーヴィ","牝","3","54.0","田辺","2:33 7","クビ","5","13.2","38.9","[17, 17, 16, 14]","美浦","大竹","458","2","3","7","5","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","7","6","11","スターリーゴールド","牡","3","56.0","石橋脩","2:33 7","クビ","2","4.1","39.8","[5, 5, 5, 2]","美浦","黒岩","462","4","7","8","6","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","8","2","3","アドラツィオーネ","牝","3","54.0","木幡巧","2:34 1","2.1/2","14","92.3","39.5","[14, 13, 14, 12]","美浦","久保田","480","-6","6","9","7","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","9","6","12","フラッグタワー","騙","3","54.0","菅原明","2:35 5","8","16","134.9","41.7","[1, 1, 1, 2]","美浦","和田郎","444","2","9","10","8","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","10","4","8","エキスパート","牝","3","54.0","内田博","2:35 6","3/4","12","34.5","40.8","[12, 15, 17, 14]","美浦","小手川","446","-10","8","11","9","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","11","3","6","インディードシチー","牡","3","53.0","小林凌","2:35 7","クビ","17","181.0","39.8","[18, 18, 18, 18]","美浦","上原","498","4","7","12","10","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","12","5","10","プモリテソーロ","牡","3","56.0","戸崎圭","2:35 9","1.1/2","1","2.9","41.7","[8, 7, 7, 5]","美浦","田中博","482","-4","9","13","11","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","13","2","4","ロッソビアンコ","牝","3","54.0","北村宏","2:36 3","2.1/2","10","32.6","42.1","[9, 7, 9, 5]","美浦","鹿戸","442","0","11","14","12","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","14","7","14","ボンテンマル","牡","3","56.0","丸田","2:36 7","2.1/2","18","244.4","41.7","[14, 13, 14, 16]","美浦","尾形","440","4","9","15","13","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","15","7","13","フジマサヒーロー","牡","3","56.0","野中","2:37 3","3.1/2","7","16.1","43.1","[7, 7, 7, 5]","美浦","菊川","474","-2","12","16","14","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","16","5","9","デルマダイヤモンド","牡","3","55.0","岩田望","2:37 3","ハナ","13","74.1","42.0","[5, 5, 11, 17]","美浦","戸田","452","6","10","17","15","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","17","8","16","アネモネテソーロ","牝","3","52.0","木幡育","2:38 4","7","11","33.8","44.4","[3, 3, 3, 4]","美浦","高木","482","-2","13","18","16","initnone_mid"
"202005030804","東京","4","3歳未勝利","芝","2400","左","","2:20 6","雨","不","2020-06-28 02:25:00+00:00","2020-06-28","11:25","['サラ系３歳', '未勝利', '(混)', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","18","7","15","クロスキー","騙","3","56.0","三浦","2:39 3","5","8","16.6","45.2","[2, 2, 2, 5]","美浦","国枝","520","-6","14","1","17","initnone_end"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","1","2","3","ロードマックス","牡","2","53.0","岩田望","1:39 9","0","2","4.8","37.8","[1, 1]","栗東","藤原英","450","0","1","2","18","initdisp_top"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","2","6","12","ミッキーワクチン","牡","2","54.0","横山典","1:40 3","2.1/2","6","14.8","38.1","[2, 2]","美浦","菊沢","502","0","2","3","1","initdisp_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","3","1","2","コスモカルティエ","牡","2","54.0","柴田大","1:40 3","クビ","5","14.3","37.8","[6, 5]","美浦","武藤","448","0","1","4","2","initdisp_end"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","4","7","13","コウソクカレン","牝","2","53.0","斎藤","1:40 6","1.1/2","3","6.0","38.3","[4, 2]","美浦","中舘","498","0","4","5","3","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","5","8","16","ディアマンテール","牡","2","54.0","三浦","1:40 7","3/4","1","2.7","38.2","[4, 5]","美浦","国枝","476","0","3","6","4","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","6","5","10","リーブラテソーロ","牡","2","52.0","木幡育","1:40 7","クビ","7","24.0","38.4","[3, 2]","美浦","加藤士","456","0","5","7","5","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","7","6","11","ヴォワドアンジェ","牝","2","54.0","石橋脩","1:40 8","1/2","8","30.3","38.2","[10, 7]","栗東","中竹","456","0","3","8","6","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","8","3","6","ミュラッカ","牡","2","54.0","北村宏","1:40 9","1/2","4","8.3","38.3","[12, 7]","美浦","高木","488","0","4","9","7","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","9","4","8","ジョブックルーチェ","牝","2","53.0","菊沢","1:41 1","1.1/4","13","56.3","38.1","[9, 10]","美浦","小桧山","456","0","2","10","8","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","10","8","15","エーアイ","牡","2","54.0","野中","1:41 7","3.1/2","11","53.6","38.8","[8, 10]","美浦","佐藤","434","0","8","11","9","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","11","7","14","フェミニンルック","牝","2","54.0","木幡巧","1:41 8","1/2","9","39.4","38.5","[10, 12]","美浦","牧","400","0","6","12","10","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","12","4","7","レモンソーダ","牝","2","52.0","藤田菜","1:42 2","2.1/2","10","40.0","38.3","[13, 13]","美浦","石毛","424","0","4","13","11","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","13","3","5","トーセンジェイク","牡","2","54.0","吉田豊","1:42 3","3/4","12","53.8","39.7","[6, 7]","美浦","本間","486","0","10","14","12","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","14","1","1","ジャストビフォー","牡","2","54.0","江田照","1:43 6","8","14","86.4","38.7","[14, 14]","美浦","田村","446","0","7","15","13","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","15","2","4","チェリーピッキング","牡","2","51.0","小林凌","1:46 3","大","15","152.0","39.3","[15, 15]","美浦","尾形","406","0","9","16","14","initnone_mid"
"202005030805","東京","5","2歳新馬","芝","1600","左","","1:32 7","雨","不","2020-06-28 03:15:00+00:00","2020-06-28","12:15","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","16","5","9","エコロカナワン","牡","2","52.0","菅原明","","除外","99","","","","美浦","武市","0","0","11","1","15","initnone_end"
"202005030806","東京","6","2歳新馬","ダート","1400","左","","1:23 1","曇","不","2020-06-28 03:50:00+00:00","2020-06-28","12:50","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","1","6","11","ニーヨル","牡","2","54.0","柴田大","1:25 6","0","4","7.9","36.8","[3, 3]","美浦","畠山","466","0","2","2","16","initdisp_top"
"202005030806","東京","6","2歳新馬","ダート","1400","左","","1:23 1","曇","不","2020-06-28 03:50:00+00:00","2020-06-28","12:50","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","2","5","10","ベネフィサンス","牝","2","54.0","内田博","1:25 9","2","1","3.6","37.3","[2, 2]","美浦","黒岩","470","0","4","3","1","initdisp_mid"
"202005030806","東京","6","2歳新馬","ダート","1400","左","","1:23 1","曇","不","2020-06-28 03:50:00+00:00","2020-06-28","12:50","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","3","7","13","ミエノムガール","牡","2","54.0","木幡巧","1:26 1","1.1/4","5","8.6","36.7","[6, 5]","美浦","国枝","486","0","1","4","2","initdisp_end"
"202005030806","東京","6","2歳新馬","ダート","1400","左","","1:23 1","曇","不","2020-06-28 03:50:00+00:00","2020-06-28","12:50","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","4","5","9","ニシノミズカゼ","牝","2","54.0","田辺","1:26 4","1.1/2","2","5.4","37.9","[1, 1]","美浦","伊藤圭","468","0","7","5","3","initnone_mid"
"202005030806","東京","6","2歳新馬","ダート","1400","左","","1:23 1","曇","不","2020-06-28 03:50:00+00:00","2020-06-28","12:50","['サラ系２歳', '新馬', '(混)', '馬齢']","16","[700000, 280000, 180000, 110000, 70000]","5","7","14","トペコンヒーロ","牡","2","54.0","北村宏","1:27 1","4","7","17.9","37.2","[6, 7]","美浦","勢司","458","0","3","6","4","initnone_mid"
