"レースID","場所","R","タイトル","形式","距離","情報1","情報2","レコード","天候","状態","日時","日程","時刻","グレード","頭数","賞金","着順","枠番","馬番","馬名","性","齢","斤量","騎手","タイム","着差","人気","オッズ","上り","通過","所属","調教師","馬体重","増減","last3frank","nextracerank","prevracerank","rankinfo"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","3","8","14","ハイランドピーク","牡","6","58.0","横山武","1:42 8","クビ","5","9.8","36.4","[3, 3, 2, 2]","美浦","土田","474","16","5","4","2","initdisp_end"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","4","4","6","ロードグラディオ","牡","4","56.0","藤岡康","1:42 9","1/2","9","53.2","36.3","[6, 6, 6, 4]","栗東","西浦","484","-2","4","5","3","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","5","4","5","アディラート","牡","6","57.0","吉田隼","1:43 2","1.3/4","6","13.8","36.7","[4, 4, 4, 5]","栗東","須貝","506","-4","7","6","4","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","6","1","1","テーオーヘリオス","牡","8","58.0","荻野琢","1:43 3","1/2","11","71.7","36.2","[8, 8, 9, 10]","栗東","梅田","502","-18","3","7","5","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","7","7","11","カラクプア","騙","7","56.0","丸山","1:43 3","クビ","13","97.7","35.8","[12, 12, 13, 11]","栗東","松田","494","6","2","8","6","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","8","6","10","メイショウワザシ","牡","5","57.0","古川","1:43 3","アタマ","4","7.8","37.0","[2, 2, 2, 2]","栗東","南井","540","-4","8","9","7","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","9","3","3","ロードアクシス","牡","5","56.0","大野","1:43 3","ハナ","8","21.8","35.4","[14, 14, 14, 14]","栗東","奥村豊","474","6","1","10","8","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","10","3","4","ナムラカメタロー","牡","4","58.0","石川","1:43 6","1.3/4","1","2.8","37.1","[4, 4, 4, 5]","美浦","稲垣","506","4","9","11","9","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","11","5","7","デザートスネーク","騙","6","56.0","藤岡佑","1:44 ","2.1/2","7","20.1","37.1","[8, 8, 7, 7]","美浦","武井","482","0","9","12","10","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","12","2","2","ヨシオ","牡","7","57.0","勝浦","1:44 1","1/2","10","54.3","37.2","[7, 7, 7, 7]","栗東","森","482","-4","10","13","11","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","13","6","9","フェニックスマーク","牡","6","56.0","柴山","1:44 6","3","14","101.5","37.3","[10, 10, 11, 11]","美浦","田島","546","2","11","14","12","initnone_mid"
"202002010611","函館","11","大沼S","ダート","1700","右","","1:41 7","曇","不","2020-06-28 06:20:00+00:00","2020-06-28","15:20","['サラ系３歳以上', 'オープン', '(国際)', '別定']","14","[2300000, 920000, 580000, 350000, 230000]","14","7","12","サングラス","牡","9","57.0","団野","1:44 9","1.3/4","12","86.4","37.5","[12, 12, 11, 11]","栗東","谷","508","0","12","1","13","initnone_end"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","1","1","1","スズカロング","牡","6","57.0","横山武","2:01 4","0","6","12.6","35.9","[3, 3, 3, 2]","栗東","橋田","496","-4","2","2","14","initdisp_top"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","2","4","4","ターフェルムジーク","牝","5","55.0","古川","2:01 5","3/4","10","60.4","35.8","[6, 6, 6, 6]","栗東","渡辺","448","0","1","3","1","initdisp_mid"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","3","8","10","アドマイヤポラリス","牡","4","57.0","岩田康","2:02 ","3","1","2.5","36.2","[7, 7, 7, 6]","栗東","友道","474","-2","3","4","2","initdisp_end"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","4","2","2","ホクセンジョウオー","牝","5","55.0","大野","2:02 2","1","9","40.4","36.3","[7, 8, 7, 10]","美浦","松山","490","14","4","5","3","initnone_mid"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","5","6","6","モイ","牝","4","55.0","団野","2:02 2","クビ","7","17.1","36.3","[10, 10, 7, 6]","栗東","寺島","396","-2","4","6","4","initnone_mid"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","6","5","5","タンタラス","牝","4","55.0","藤岡佑","2:02 2","ハナ","3","6.0","37.0","[2, 2, 2, 1]","栗東","池添学","490","14","7","7","5","initnone_mid"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","7","3","3","シスターフラッグ","牝","5","55.0","吉田隼","2:02 3","1/2","8","28.2","36.9","[3, 3, 3, 2]","栗東","西村","520","14","6","8","6","initnone_mid"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","8","7","9","ダディーズトリップ","牡","4","57.0","藤岡康","2:02 7","2.1/2","2","3.6","36.8","[9, 9, 7, 6]","栗東","杉山晴","450","-2","5","9","7","initnone_mid"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","9","7","8","ザプリオレス","牡","4","57.0","菱田","2:02 7","ハナ","4","9.5","37.1","[5, 5, 5, 4]","栗東","大橋","514","8","8","10","8","initnone_mid"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","10","6","7","サイモンサーマル","騙","5","57.0","丸山","2:03 7","6","11","184.9","37.0","[11, 11, 11, 11]","美浦","根本","488","8","7","11","9","initnone_mid"
"202002010612","函館","12","松前特別","芝","2000","右","","1:57 8","曇","稍","2020-06-28 07:05:00+00:00","2020-06-28","16:05","['サラ系３歳以上', '２勝クラス', '(混)', '定量']","11","[1500000, 600000, 380000, 230000, 150000]","11","8","11","ジンゴイスト","牡","5","57.0","坂井","2:03 9","1.1/4","5","10.5","38.8","[1, 1, 1, 4]","栗東","矢作","496","-4","9","1","10","initnone_end"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","1","1","1","ドノスティア","牡","3","56.0","内田博","1:38 2","0","3","5.3","37.9","[1, 1]","美浦","大和田","534","-2","6","2","11","initdisp_top"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","2","7","13","シャイニングブルー","牡","3","56.0","田辺","1:38 4","1.1/2","5","6.9","37.3","[7, 6]","美浦","国枝","506","-2","3","3","1","initdisp_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","3","2","3","ショウナンマトイ","牡","3","56.0","津村","1:38 5","1/2","13","76.6","37.7","[4, 3]","美浦","稲垣","480","-2","4","4","2","initdisp_end"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","4","8","16","アンブローニュ","牡","3","56.0","北村宏","1:38 6","3/4","1","3.9","37.8","[4, 3]","美浦","根本","482","2","5","5","3","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","5","8","15","ムーンダイアローグ","牡","3","56.0","三浦","1:38 8","1","4","6.5","37.0","[9, 10]","美浦","矢野","456","2","1","6","4","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","6","5","9","ジョイボヌール","牡","3","56.0","江田照","1:39 3","3","9","25.1","38.1","[6, 6]","美浦","高橋文","468","-8","8","7","5","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","7","1","2","ロッソビアンコネロ","牡","3","56.0","柴田善","1:39 4","クビ","11","34.3","37.8","[9, 8]","美浦","田島","500","-4","5","8","6","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","8","4","7","コンチサエッタ","牡","3","55.0","斎藤","1:39 5","1/2","12","61.0","37.3","[11, 12]","美浦","勢司","470","6","3","9","7","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","9","2","4","ラクンパルシータ","牡","3","54.0","木幡育","1:39 7","1.1/4","8","21.1","37.1","[14, 15]","美浦","古賀慎","500","18","2","10","8","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","10","6","11","ハイテイブルース","牡","3","56.0","吉田豊","1:39 9","1.1/4","10","31.5","38.0","[11, 11]","美浦","田島","484","2","7","11","9","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","11","3","6","レジリエンスブルー","牡","3","56.0","木幡巧","1:39 9","クビ","6","13.2","39.3","[2, 2]","美浦","松山","466","2","11","12","10","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","12","3","5","ペイシャバレー","牝","3","54.0","伴","1:41 1","7","16","275.3","39.0","[11, 12]","美浦","高橋博","436","-4","10","13","11","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","13","7","14","ソヨギ","牝","3","54.0","横山典","1:42 3","7","2","5.3","41.4","[3, 3]","美浦","粕谷","470","2","14","14","12","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","14","4","8","キティマグネット","牡","3","55.0","菊沢","1:42 6","1.3/4","15","190.7","40.2","[14, 14]","美浦","和田郎","502","22","12","15","13","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","15","5","10","コスモケルビン","牡","3","55.0","岩田望","1:42 6","クビ","7","17.2","41.0","[7, 8]","美浦","佐藤","504","6","13","16","14","initnone_mid"
"202005030801","東京","1","3歳未勝利","ダート","1600","左","","1:33 8","雨","不","2020-06-28 00:55:00+00:00","2020-06-28","09:55","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","16","6","12","ゴールドポディウム","牡","3","56.0","杉原","1:44 6","大","14","90.4","38.6","[16, 16]","美浦","尾関","504","0","9","1","15","initnone_end"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","1","7","14","ナックジーニアス","牡","3","56.0","田中勝","2:10 7","0","2","2.9","36.6","[5, 6, 4, 3]","美浦","宗像","512","0","1","2","16","initdisp_top"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","2","6","12","マーキュリーセブン","牡","3","56.0","津村","2:10 9","1.1/4","8","31.6","37.1","[1, 1, 1, 1]","美浦","加藤士","450","4","2","3","1","initdisp_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","3","3","5","ワンダーサーイター","牡","3","56.0","菅原隆","2:12 3","8","9","43.4","38.0","[3, 3, 5, 5]","美浦","畠山","454","2","5","4","2","initdisp_end"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","4","2","3","ゲンキチボン","牡","3","56.0","木幡巧","2:12 4","クビ","5","20.2","38.0","[9, 9, 7, 6]","美浦","堀井","488","2","5","5","3","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","5","6","11","ショウナンアクア","牡","3","56.0","吉田豊","2:12 5","3/4","6","22.6","37.7","[15, 15, 15, 10]","美浦","古賀史","466","0","4","6","4","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","6","4","8","グッドリドゥンス","牡","3","56.0","的場","2:12 5","クビ","13","121.8","37.6","[10, 11, 13, 13]","美浦","的場","478","4","3","7","5","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","7","3","6","ジチュダケテソーロ","牡","3","56.0","三浦","2:12 6","3/4","1","2.4","38.0","[10, 10, 11, 9]","美浦","加藤士","500","2","5","8","6","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","8","5","10","セイウンクルーズ","牡","3","56.0","内田博","2:12 8","1","3","6.4","38.4","[12, 11, 7, 6]","美浦","武藤","522","0","7","9","7","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","9","7","13","エクストラノート","牡","3","56.0","北村宏","2:13 5","4","7","28.7","39.6","[2, 2, 2, 2]","美浦","伊藤圭","476","16","10","10","8","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","10","5","9","フジサンライボー","牡","3","54.0","藤田菜","2:13 5","クビ","12","107.6","38.2","[12, 14, 16, 16]","美浦","的場","488","-6","6","11","9","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","11","4","7","シゲルカイオウセイ","牡","3","54.0","菅原明","2:13 6","1/2","10","68.7","38.8","[7, 7, 9, 10]","美浦","田中清","508","-6","8","12","10","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","12","8","15","エアリアルシティー","牡","3","56.0","岩部","2:13 8","1","11","98.8","39.1","[16, 16, 9, 10]","美浦","石毛","498","12","9","13","11","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","13","1","2","エクセルスパイダー","牡","3","53.0","小林凌","2:13 8","ハナ","16","262.5","38.8","[7, 8, 12, 15]","美浦","石毛","488","0","8","14","12","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","14","2","4","プルークファーレン","牡","3","56.0","石橋脩","2:14 2","2.1/2","4","9.0","40.2","[3, 3, 3, 3]","美浦","中舘","474","-2","12","15","13","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","15","8","16","セイカタチバナ","牡","3","56.0","丸田","2:14 7","3","15","136.6","39.8","[12, 13, 13, 13]","美浦","南田","484","14","11","16","14","initnone_mid"
"202005030802","東京","2","3歳未勝利","ダート","2100","左","","2:06 7","雨","不","2020-06-28 01:25:00+00:00","2020-06-28","10:25","['サラ系３歳', '未勝利', ' ', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","16","1","1","ケイツーコルナ","牡","3","54.0","木幡育","2:16 ","8","14","123.1","41.5","[5, 3, 5, 6]","美浦","蛯名","494","6","13","1","15","initnone_end"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","1","8","16","アドマイヤチャチャ","牝","3","54.0","柴田善","1:51 9","0","3","5.8","38.5","[3, 2, 2]","美浦","柄崎","434","0","5","2","16","initdisp_top"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","2","4","7","ラゴンダカフェ","牝","3","53.0","菊沢","1:52 ","1/2","5","8.6","37.0","[13, 12, 11]","美浦","和田勇","440","-4","1","3","1","initdisp_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","3","5","9","リライトザスターズ","牝","3","54.0","田辺","1:52 3","2","1","3.7","38.6","[9, 6, 3]","美浦","尾関","486","-2","6","4","2","initdisp_end"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","4","3","6","シンドラー","牝","3","54.0","三浦","1:52 3","ハナ","2","4.9","38.3","[9, 9, 6]","美浦","木村","502","12","4","5","3","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","5","1","1","シラカワカツコ","牝","3","54.0","江田照","1:52 8","3","6","13.1","37.5","[16, 16, 14]","美浦","伊藤伸","400","4","2","6","4","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","6","3","5","ボンヌシャンス","牝","3","54.0","田中勝","1:53 1","1.3/4","10","23.9","39.2","[3, 4, 4]","美浦","宗像","482","6","9","7","5","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","7","6","12","コパノカリブ","牝","3","53.0","斎藤","1:53 2","3/4","11","42.9","39.9","[1, 1, 1]","美浦","斎藤誠","458","0","10","8","6","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","8","2","4","ボウイッシュ","牝","3","53.0","岩田望","1:53 5","2","7","14.7","39.1","[7, 6, 8]","美浦","戸田","432","0","8","9","7","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","9","5","10","レディーフラッシュ","牝","3","54.0","杉原","1:53 6","1/2","14","125.7","38.9","[7, 10, 9]","美浦","古賀史","476","6","7","10","8","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","10","8","15","ヒラボクハーツ","牝","3","54.0","北村宏","1:53 6","クビ","8","21.0","38.1","[15, 14, 15]","美浦","大竹","484","16","3","11","9","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","11","6","11","キャツクレードル","牝","3","52.0","藤田菜","1:53 7","1/2","9","23.5","38.5","[11, 12, 12]","美浦","佐藤","452","4","5","12","10","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","12","7","14","フローラルキスミー","牝","3","51.0","原","1:54 4","4","15","132.7","40.2","[5, 6, 7]","美浦","伊藤大","432","-6","11","13","11","initnone_mid"
"202005030803","東京","3","3歳未勝利","芝","1800","左","","1:44 2","雨","不","2020-06-28 01:55:00+00:00","2020-06-28","10:55","['サラ系３歳', '未勝利', '牝', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","13","4","8","ピースサイン","牝","3","51.0","小林凌","1:54 5","1/2","12","85.9","39.9","[5, 4, 9]","美浦","小西","400","0","10","14","12","initnone_mid"
